Symbol,Reserved1,PrimaryListingMarketParticipantID,PrimaryListingMarketPreviousClosingPrice,ConsolidatedClosingPrice,RoundLotSize,Reserved2,LULDTier,LULDLeverageRatio,Test,IPO,FinancialStatusIndicator,ShortSaleRestrictionIndicator,HaltReason,InstrumentType,Reserved3,Reserved4,Reserved5
ATEST.C,,A,25.02,25.02,100,,2,1,1,0,0, , ,0,,,
ATEST.G,,A,25.01,25.01,100,,2,1,1,0,0, , ,0,,,
ATEST.H,,A,25.1,25.1,100,,2,1,1,0,0, , ,0,,,
ATEST.L,,A,25.03,25.03,100,,2,1,1,0,0, , ,0,,,
ATEST.Z,,A,25,0,100,,2,1,1,0,0, , ,0,,,
ATFV,,P,32.2508,32.2508,100,,2,1,0,0,0, , ,0,,,
ATGE,,N,134.58,134.58,100,,2,1,0,0,0, , ,0,,,
ATHM,,N,28.46,28.46,100,,2,1,0,0,0, , ,0,,,
ATHpA,,N,24.96,24.96,100,,2,1,0,0,0, , ,0,,,
ATHpB,,N,21.13,21.13,100,,2,1,0,0,0, , ,0,,,
ATHpD,,N,18.08,18.08,100,,2,1,0,0,0, , ,0,,,
ATHpE,,N,26.1,26.1,100,,2,1,0,0,0, , ,0,,,
ATHS,,N,25.4,25.4,100,,2,1,0,0,0, , ,0,,,
ATI,,N,76.76,76.76,100,,1,1,0,0,0, , ,0,,,
ATKR,,N,59.65,59.65,100,,2,1,0,0,0, , ,0,,,
ATMP,,Z,28.643809,28.643809,100,,2,1,0,0,0, , ,0,,,
ATMU,,N,44.56,44.56,100,,2,1,0,0,0, , ,0,,,
ATNM,,A,1.76,1.76,100,,2,1,0,0,0, , ,0,,,
ATO,,N,166.25,166.25,100,,1,1,0,0,0, , ,0,,,
ATR,,N,139.44,139.44,100,,1,1,0,0,0, , ,0,,,
ATS,,N,27.15,27.15,100,,2,1,0,0,0, , ,0,,,
ATUS,,N,2.42,2.42,100,,2,1,0,0,0, , ,0,,,
AUB,,N,35.68,35.68,100,,2,1,0,0,0, , ,0,,,
AUBpA,,N,24.9,24.9,100,,2,1,0,0,0, , ,0,,,
AUGM,,Z,33.355,33.355,100,,2,1,0,0,0, , ,0,,,
AUGP,,Z,29.8949,29.8949,100,,2,1,0,0,0, , ,0,,,
AUGT,,P,34.2014,34.2014,100,,2,1,0,0,0, , ,0,,,
AUGU,,Z,28.2232,28.2232,100,,2,1,0,0,0, , ,0,,,
AUGW,,P,31.5398,31.5398,100,,2,1,0,0,0, , ,0,,,
AUGZ,,Z,41.8861,41.8861,100,,2,1,0,0,0, , ,0,,,
AU,,N,55.35,55.35,100,,1,1,0,0,0, , ,0,,,
AUNA,,N,6.29,6.29,100,,2,1,0,0,0, , ,0,,,
AUSF,,P,46.32,46.32,100,,1,1,0,0,0, , ,0,,,
AUSM,,P,25.085,25.085,100,,2,1,0,0,0, , ,0,,,
AUST,,A,1.56,1.56,100,,2,1,0,0,0, , ,0,,,
AVAL,,N,3.38,3.38,100,,2,1,0,0,0, , ,0,,,
AVA,,N,37.05,37.05,100,,2,1,0,0,0, , ,0,,,
AVBC,,N,15.26,15.26,100,,2,1,0,0,0, , ,0,,,
AVB,,N,194.12,194.12,100,,1,1,0,0,0, , ,0,,,
AVDE,,P,76.92,76.92,100,,1,1,0,0,0, , ,0,,,
AVD,,N,5.4,5.4,100,,2,1,0,0,0, , ,0,,,
AVDS,,P,65.6919,65.6919,100,,2,1,0,0,0, , ,0,,,
AVDV,,P,85.66,85.66,100,,1,1,0,0,0, , ,0,,,
AVEE,,P,62.7534,62.7534,100,,2,1,0,0,0, , ,0,,,
AVEM,,P,71.26,71.26,100,,1,1,0,0,0, , ,0,,,
AVES,,P,55.58,55.58,100,,1,1,0,0,0, , ,0,,,
AVGE,,P,81.61,81.61,100,,1,1,0,0,0, , ,0,,,
AVGV,,P,69.3289,69.3289,100,,2,1,0,0,0, , ,0,,,
AVGW,,Z,50.8262,50.8262,100,,2,1,0,0,0, , ,0,,,
AVIE,,P,62.2832,62.2832,100,,2,1,0,0,0, , ,0,,,
AVIG,,P,41.79,41.79,100,,1,1,0,0,0, , ,0,,,
AVIV,,P,65.7692,65.7692,100,,1,1,0,0,0, , ,0,,,
AVK,,N,12.47,12.47,100,,2,1,0,0,0, , ,0,,,
AVLC,,P,74.56,74.56,100,,1,1,0,0,0, , ,0,,,
AVLV,,P,71.74,71.74,100,,1,1,0,0,0, , ,0,,,
AVMA,,P,63.952,63.952,100,,2,1,0,0,0, , ,0,,,
AVMC,,P,69.57,69.57,100,,2,1,0,0,0, , ,0,,,
AVMU,,P,44.385,44.385,100,,2,1,0,0,0, , ,0,,,
AVMV,,P,69.539,69.539,100,,2,1,0,0,0, , ,0,,,
AVNM,,P,68.267,68.267,100,,1,1,0,0,0, , ,0,,,
AVNS,,N,11.87,11.87,100,,2,1,0,0,0, , ,0,,,
AVNT,,N,37.53,37.53,100,,2,1,0,0,0, , ,0,,,
AVNV,,P,69.5057,69.5057,100,,2,1,0,0,0, , ,0,,,
AVRE,,P,44.93,44.93,100,,1,1,0,0,0, , ,0,,,
AVSC,,P,57.2,57.2,100,,1,1,0,0,0, , ,0,,,
AVSD,,P,69.8516,69.8516,100,,2,1,0,0,0, , ,0,,,
AVSE,,P,60.4847,60.4847,100,,2,1,0,0,0, , ,0,,,
AVSF,,P,47.185,47.185,100,,2,1,0,0,0, , ,0,,,
AVSU,,P,72.16,72.16,100,,2,1,0,0,0, , ,0,,,
AVTR,,N,13.19,13.19,100,,1,1,0,0,0, , ,0,,,
AVUS,,P,106.36,106.36,100,,1,1,0,0,0, , ,0,,,
AVUV,,P,100.23,100.23,100,,1,1,0,0,0, , ,0,,,
AVY,,N,173.26,173.26,100,,1,1,0,0,0, , ,0,,,
AWAY,,P,22.0203,22.0203,100,,2,1,0,0,0, , ,0,,,
AWEG,,P,24.0046,24.0046,100,,2,1,0,0,0, , ,0,,,
AWF,,N,11.29,11.29,100,,2,1,0,0,0, , ,0,,,
AWI,,N,197.67,197.67,100,,1,1,0,0,0, , ,0,,,
AWK,,N,144.75,144.75,100,,1,1,0,0,0, , ,0,,,
AWP,,N,4,4,100,,2,1,0,0,0, , ,0,,,
AWR,,N,75.11,75.11,100,,2,1,0,0,0, , ,0,,,
AWX,,A,2.48,2.48,100,,2,1,0,0,0, , ,0,,,
AXIL,,A,6.1999,6.1999,100,,2,1,0,0,0,E, ,0,,,
AXL,,N,6.01,6.01,100,,2,1,0,0,0, , ,0,,,
AX,,N,92.31,92.31,100,,2,1,0,0,0, , ,0,,,
AXP,,N,322.46,322.46,100,,1,1,0,0,0, , ,0,,,
AXR,,N,22.05,22.05,100,,2,1,0,0,0, , ,0,,,
AXS,,N,98.39,98.39,100,,1,1,0,0,0, , ,0,,,
AXSpE,,N,20.98,20.98,100,,2,1,0,0,0, , ,0,,,
AXTA,,N,31.46,31.46,100,,1,1,0,0,0, , ,0,,,
AYI,,N,333.85,333.85,100,,1,1,0,0,0, , ,0,,,
AZNH,,P,47.8744,47.8744,100,,2,1,0,0,0, , ,0,,,
AZO,,N,4205.41,4205.41,100,,1,1,0,0,0, , ,0,,,
AZTD,,P,28.5583,28.5583,100,,2,1,0,0,0, , ,0,,,
AZTR,,A,1.03,1.03,100,,2,1,0,0,0, , ,0,,,
AZZ,,N,116.44,116.44,100,,2,1,0,0,0, , ,0,,,
BABA,,N,122.23,122.23,100,,2,1,0,0,0, , ,0,,,
BABO,,P,15.02,15.02,100,,2,1,0,0,0, , ,0,,,
BAB,,P,26.73,26.73,100,,1,1,0,0,0, , ,0,,,
BAC,,N,50.38,50.38,100,,1,1,0,0,0, , ,0,,,
BACpB,,N,25.25,25.25,100,,2,1,0,0,0, , ,0,,,
BACpE,,N,21.43,21.43,100,,2,1,0,0,0, , ,0,,,
BACpK,,N,24.97,24.97,100,,2,1,0,0,0, , ,0,,,
BACpL,,N,1247.63,1247.63,10,,2,1,0,0,0, , ,0,,,
BACpM,,N,22.79,22.79,100,,2,1,0,0,0, , ,0,,,
BACpN,,N,21.1401,21.1401,100,,2,1,0,0,0, , ,0,,,
BACpO,,N,18.3956,18.3956,100,,2,1,0,0,0, , ,0,,,
BACpP,,N,17.35,17.35,100,,2,1,0,0,0, , ,0,,,
BACpQ,,N,17.83,17.83,100,,2,1,0,0,0, , ,0,,,
BACpS,,N,19.81,19.81,100,,2,1,0,0,0, , ,0,,,
BAGY,,Z,54.6287,54.6287,100,,2,1,0,0,0, , ,0,,,
BAH,,N,110.77,110.77,100,,1,1,0,0,0, , ,0,,,
BAI,,P,31.39,31.39,100,,1,1,0,0,0, , ,0,,,
BAK,,N,3.48,3.48,100,,2,1,0,0,0, , ,0,,,
BALI,,Z,31.05,31.05,100,,1,1,0,0,0, , ,0,,,
BALL,,N,52.31,52.31,100,,1,1,0,0,0, , ,0,,,
BALT,,Z,32.59,32.59,100,,1,1,0,0,0, , ,0,,,
BALY,,N,10.09,10.09,100,,2,1,0,0,0, , ,0,,,
BAMA,,Z,32.83,32.83,100,,2,1,0,0,0, , ,0,,,
BAMB,,Z,26.58,26.58,100,,2,1,0,0,0, , ,0,,,
BAMD,,Z,31.69,31.69,100,,2,1,0,0,0, , ,0,,,
BAMG,,Z,36.57,36.57,100,,2,1,0,0,0, , ,0,,,
BAM,,N,60.39,60.39,100,,1,1,0,0,0, , ,0,,,
BAMO,,Z,31.79,31.79,100,,2,1,0,0,0, , ,0,,,
BAMU,,Z,25.429,25.429,100,,2,1,0,0,0, , ,0,,,
BAMV,,Z,32.65,32.65,100,,2,1,0,0,0, , ,0,,,
BAMY,,Z,27.8,27.8,100,,2,1,0,0,0, , ,0,,,
BA,,N,235.62,235.62,100,,1,1,0,0,0, , ,0,,,
BANC,,N,16.74,16.74,100,,2,1,0,0,0, , ,0,,,
BANCpF,,N,24.7801,24.7801,100,,2,1,0,0,0, , ,0,,,
BApA,,N,74.84,74.84,100,,2,1,0,0,0, , ,0,,,
BAP,,N,252.33,252.33,100,,2,1,0,0,0, , ,0,,,
BAPR,,Z,46.32,46.32,100,,1,1,0,0,0, , ,0,,,
BARK,,N,0.8835,0.8835,100,,2,1,0,0,2, , ,0,,,
BARK.WS,,N,0.0153,0.0153,100,,0,1,0,0,2,E, ,0,,,
BAR,,P,33.5,33.5,100,,1,1,0,0,0, , ,0,,,
BATL,,A,1.18,1.18,100,,2,1,0,0,0, , ,0,,,
BATT,,P,11.01,11.01,100,,2,1,0,0,0, , ,0,,,
BAUG,,Z,47.92,47.92,100,,1,1,0,0,0, , ,0,,,
BAX,,N,24.53,24.53,100,,1,1,0,0,0, , ,0,,,
BBAG,,P,46.265,46.265,100,,1,1,0,0,0, , ,0,,,
BBAI,,N,5.13,5.13,100,,2,1,0,0,0, , ,0,,,
BBAI.WS,,N,1.37,1.37,100,,0,1,0,0,0, , ,0,,,
BBAR,,N,12.32,12.32,100,,2,1,0,0,0, , ,0,,,
BBAX,,Z,56.68,56.68,100,,1,1,0,0,0, , ,0,,,
BBBI,,P,51.9,51.9,100,,2,1,0,0,0, , ,0,,,
BBBL,,P,48.4447,48.4447,100,,2,1,0,0,0, , ,0,,,
BBBS,,P,51.635,51.635,100,,2,1,0,0,0, , ,0,,,
BBCA,,Z,84.22,84.22,100,,1,1,0,0,0, , ,0,,,
BBCB,,P,45.835,45.835,100,,2,1,0,0,0, , ,0,,,
BBC,,P,22.925,22.925,100,,2,1,0,0,0, , ,0,,,
BBDC,,N,9.83,9.83,100,,2,1,0,0,0, , ,0,,,
BBD,,N,3.02,3.02,100,,2,1,0,0,0, , ,0,,,
BBDO,,N,2.63,2.63,100,,2,1,0,0,0, , ,0,,,
BBEM,,Z,60.252,60.252,100,,2,1,0,0,0, , ,0,,,
BBEU,,Z,68.44,68.44,100,,1,1,0,0,0, , ,0,,,
BBHY,,Z,46.88,46.88,100,,1,1,0,0,0, , ,0,,,
BBIB,,Z,99.5164,99.5164,100,,2,1,0,0,0, , ,0,,,
BBIN,,Z,69.23,69.23,100,,1,1,0,0,0, , ,0,,,
BBJP,,Z,64.98,64.98,100,,1,1,0,0,0, , ,0,,,
BBLB,,Z,81.9566,81.9566,100,,2,1,0,0,0, , ,0,,,
BBLU,,P,14.37,14.37,100,,2,1,0,0,0, , ,0,,,
BBMC,,P,103.6879,103.6879,100,,1,1,0,0,0, , ,0,,,
BB,,N,3.85,3.85,100,,2,1,0,0,0, , ,0,,,
BBN,,N,16.37,16.37,100,,2,1,0,0,0, , ,0,,,
BBP,,P,67.7066,67.7066,100,,2,1,0,0,0, , ,0,,,
BBRE,,Z,94.8873,94.8873,100,,1,1,0,0,0, , ,0,,,
BBSB,,Z,99.27,99.27,100,,2,1,0,0,0, , ,0,,,
BBSC,,P,72.7999,72.7999,100,,2,1,0,0,0, , ,0,,,
BBUC,,N,34.78,34.78,100,,2,1,0,0,0, , ,0,,,
BBU,,N,28.07,28.07,100,,2,1,0,0,0, , ,0,,,
BBUS,,Z,117.09,117.09,100,,1,1,0,0,0, , ,0,,,
BBVA,,N,17.96,17.96,100,,2,1,0,0,0, , ,0,,,
BBWI,,N,31.54,31.54,100,,1,1,0,0,0, , ,0,,,
BBW,,N,58.56,58.56,100,,2,1,0,0,0, , ,0,,,
BBY,,N,75.45,75.45,100,,1,1,0,0,0, , ,0,,,
BCAT,,N,14.79,14.79,100,,2,1,0,0,0, , ,0,,,
BCCC,,Z,25.47,25.47,100,,2,1,0,0,0, , ,0,,,
BCC,,N,88.05,88.05,100,,2,1,0,0,0, , ,0,,,
BCDF,,P,31.2512,31.2512,100,,2,1,0,0,0, , ,0,,,
BCD,,P,33.13,33.13,100,,1,1,0,0,0, , ,0,,,
BCE,,N,24.98,24.98,100,,2,1,0,0,0, , ,0,,,
BCHI,,P,28.6,28.6,100,,2,1,0,0,0, , ,0,,,
BCH,,N,28.4,28.4,100,,2,1,0,0,0, , ,0,,,
BCHP,,Z,37.68,37.68,100,,2,1,0,0,0, , ,0,,,
BCIL,,P,29.6651,29.6651,100,,2,1,0,0,0, , ,0,,,
BCIM,,P,20.5,20.5,100,,2,1,0,0,0, , ,0,,,
BCI,,P,20.76,20.76,100,,1,1,0,0,0, , ,0,,,
BC,,N,65.2,65.2,100,,1,1,0,0,0, , ,0,,,
BCO,,N,112.44,112.44,100,,2,1,0,0,0, , ,0,,,
BCOR,,P,31.7662,31.7662,100,,2,1,0,0,0, , ,0,,,
BCpA,,N,24.66,24.66,100,,2,1,0,0,0, , ,0,,,
BCpC,,N,24.56,24.56,100,,2,1,0,0,0, , ,0,,,
BCSF,,N,15.57,15.57,100,,2,1,0,0,0, , ,0,,,
BCS,,N,20.13,20.13,100,,2,1,0,0,0, , ,0,,,
BCUS,,P,32.374,32.374,100,,2,1,0,0,0, , ,0,,,
BCV,,A,20.63,20.63,100,,2,1,0,0,0, , ,0,,,
BCVpA,,A,22.16,22.16,100,,2,1,0,0,0, , ,0,,,
BCX,,N,9.93,9.93,100,,2,1,0,0,0, , ,0,,,
BDBT,,P,25.327623,25.327623,100,,1,1,0,0,0, , ,0,,,
BDC,,N,132.89,132.89,100,,2,1,0,0,0, , ,0,,,
BDCX,,P,28.0967,28.0967,100,,2,1,0,0,0, , ,0,,,
BDCZ,,P,18.1841,18.1841,100,,2,1,0,0,0, , ,0,,,
BDEC,,Z,46.7503,46.7503,100,,1,1,0,0,0, , ,0,,,
BDIV,,P,21.6394,21.6394,100,,2,1,0,0,0, , ,0,,,
BDJ,,N,9.02,9.02,100,,2,1,0,0,0, , ,0,,,
BDL,,A,29.63,29.63,100,,2,1,0,0,0, , ,0,,,
BDN,,N,4.21,4.21,100,,2,1,0,0,0, , ,0,,,
BDRY,,P,8.3,8.3,100,,2,1,0,0,0, , ,0,,,
BDVG,,P,12.61,12.61,100,,2,1,0,0,0, , ,0,,,
BDX,,N,195.4,195.4,100,,1,1,0,0,0, , ,0,,,
BEDU,,N,1.89,1.89,100,,2,1,0,0,0, , ,0,,,
BEDZ,,P,34.7186,34.7186,100,,2,1,0,0,0, , ,0,,,
BEGS,,Z,34.4356,34.4356,100,,2,2,0,0,0, , ,0,,,
BEKE,,N,17.79,17.79,100,,2,1,0,0,0, , ,0,,,
BEMB,,Z,53.4843,53.4843,100,,2,1,0,0,0, , ,0,,,
BE,,N,50.85,50.85,100,,2,1,0,0,0, , ,0,,,
BENJ,,P,51.16,51.16,100,,2,1,0,0,0, , ,0,,,
BEN,,N,25.64,25.64,100,,1,1,0,0,0, , ,0,,,
BEPC,,N,34.17,34.17,100,,1,1,0,0,0, , ,0,,,
BEPH,,N,16.4156,16.4156,100,,2,1,0,0,0, , ,0,,,
BEPI,,N,17.03,17.03,100,,2,1,0,0,0, , ,0,,,
BEPJ,,N,25.04,25.04,100,,2,1,0,0,0, , ,0,,,
BEP,,N,25.44,25.44,100,,2,1,0,0,0, , ,0,,,
BEPpA,,N,19.06,19.06,100,,2,1,0,0,0, , ,0,,,
BERZ,,P,4.83,4.83,100,,2,3,0,0,0, , ,0,,,
BESF,,Z,27.8268,27.8268,100,,2,1,0,0,0, , ,0,,,
BETE,,P,88.376,88.376,100,,2,1,0,0,0, , ,0,,,
BETH,,P,85.2901,85.2901,100,,2,1,0,0,0, , ,0,,,
BETZ,,P,25.25,25.25,100,,2,1,0,0,0, , ,0,,,
BFAM,,N,119.46,119.46,100,,1,1,0,0,0, , ,0,,,
BF.A,,N,30.78,30.78,100,,1,1,0,0,0, , ,0,,,
BFAP,,P,24.0662,24.0662,100,,2,1,0,0,0, , ,0,,,
BF.B,,N,30.45,30.45,100,,1,1,0,0,0, , ,0,,,
BFEB,,Z,46.2669,46.2669,100,,2,1,0,0,0, , ,0,,,
BFH,,N,65.36,65.36,100,,2,1,0,0,0, , ,0,,,
BFIX,,P,25.031867,25.031867,100,,2,1,0,0,0, , ,0,,,
BFJL,,P,20.3831,20.3831,100,,2,1,0,0,0, , ,0,,,
BFK,,N,9.65,9.65,100,,2,1,0,0,0, , ,0,,,
BFLY,,N,1.57,1.57,100,,2,1,0,0,0, , ,0,,,
BFLY.WS,,N,0.0425,0.0425,100,,0,1,0,0,0, , ,0,,,
BFOR,,P,81.0057,81.0057,100,,2,1,0,0,0, , ,0,,,
BFRE,,P,28.1016,28.1016,100,,2,1,0,0,0, , ,0,,,
BFRZ,,P,25.99,25.99,100,,2,1,0,0,0, , ,0,,,
BFS,,N,34,34,100,,2,1,0,0,0, , ,0,,,
BFSpD,,N,22.8244,22.8244,100,,2,1,0,0,0, , ,0,,,
BFSpE,,N,23.5,23.5,100,,2,1,0,0,0, , ,0,,,
BFZ,,N,10.38,10.38,100,,2,1,0,0,0, , ,0,,,
BGB,,N,12.5,12.5,100,,2,1,0,0,0, , ,0,,,
BGDV,,P,26.140919,26.140919,100,,2,1,0,0,0, , ,0,,,
BGH,,N,16.09,16.09,100,,2,1,0,0,0, , ,0,,,
BGI,,A,0.7225,0.7225,100,,2,1,0,0,2, , ,0,,,
BGIG,,P,31.386,31.386,100,,2,1,0,0,0, , ,0,,,
BGLD,,Z,22.1,22.1,100,,2,1,0,0,0, , ,0,,,
BG,,N,84.67,84.67,100,,1,1,0,0,0, , ,0,,,
BGR,,N,13.46,13.46,100,,2,1,0,0,0, , ,0,,,
BGSF,,N,6.23,6.23,100,,2,1,0,0,0, , ,0,,,
BGS,,N,4.53,4.53,100,,2,1,0,0,0, , ,0,,,
BGT,,N,12.48,12.48,100,,2,1,0,0,0, , ,0,,,
BGX,,N,12.51,12.51,100,,2,1,0,0,0, , ,0,,,
BGY,,N,5.76,5.76,100,,2,1,0,0,0, , ,0,,,
BH.A,,N,1584.58,1584.58,10,,2,1,0,0,0, , ,0,,,
BHB,,A,32.33,32.33,100,,2,1,0,0,0, , ,0,,,
BHC,,N,7.27,7.27,100,,2,1,0,0,0, , ,0,,,
BHE,,N,41.17,41.17,100,,2,1,0,0,0, , ,0,,,
BHK,,N,9.64,9.64,100,,2,1,0,0,0, , ,0,,,
BHLB,,N,26.51,26.51,100,,2,1,0,0,0, , ,0,,,
BHM,,A,13.45,13.45,100,,2,1,0,0,0, , ,0,,,
BH,,N,316.92,316.92,10,,2,1,0,0,0, , ,0,,,
BHP,,N,55.87,55.87,100,,2,1,0,0,0, , ,0,,,
BHR,,N,2.73,2.73,100,,2,1,0,0,0, , ,0,,,
BHRpB,,N,16.35,16.35,100,,2,1,0,0,0, , ,0,,,
BHRpD,,N,20.55,20.55,100,,2,1,0,0,0, , ,0,,,
BHV,,N,10.07,10.07,100,,2,1,0,0,0, , ,0,,,
BHVN,,N,15.6,15.6,100,,2,1,0,0,0, , ,0,,,
BHYB,,Z,54.6999,54.6999,100,,2,1,0,0,0, , ,0,,,
BIBL,,P,43.15,43.15,100,,1,1,0,0,0, , ,0,,,
BIDD,,P,27.18,27.18,100,,1,1,0,0,0, , ,0,,,
BIGY,,P,51.3017,51.3017,100,,2,1,0,0,0, , ,0,,,
BILD,,P,27.7809,27.7809,100,,2,1,0,0,0, , ,0,,,
BILL,,N,41.63,41.63,100,,1,1,0,0,0, , ,0,,,
BIL,,P,91.72,91.72,100,,1,1,0,0,0, , ,0,,,
BILS,,P,99.44,99.44,100,,1,1,0,0,0, , ,0,,,
BILT,,Z,25.6717,25.6717,100,,2,1,0,0,0, , ,0,,,
BILZ,,P,101.16,101.16,100,,1,1,0,0,0, , ,0,,,
BINC,,P,53.1,53.1,100,,1,1,0,0,0, , ,0,,,
BINT,,P,26.79,26.79,100,,1,1,0,0,0, , ,0,,,
BINV,,Z,37.17,37.17,100,,2,1,0,0,0, , ,0,,,
BIO.B,,N,247.05,247.05,100,,2,1,0,0,0, , ,0,,,
BIO,,N,292.84,292.84,100,,1,1,0,0,0, , ,0,,,
BIPC,,N,40.51,40.51,100,,2,1,0,0,0, , ,0,,,
BIPH,,N,17.5575,17.5575,100,,2,1,0,0,0, , ,0,,,
BIPI,,N,17.9155,17.9155,100,,2,1,0,0,0, , ,0,,,
BIPJ,,N,25.5124,25.5124,100,,2,1,0,0,0, , ,0,,,
BIP,,N,31.42,31.42,100,,2,1,0,0,0, , ,0,,,
BIPpA,,N,17.44,17.44,100,,2,1,0,0,0, , ,0,,,
BIPpB,,N,17.02,17.02,100,,2,1,0,0,0, , ,0,,,
BIRK,,N,52.13,52.13,100,,1,1,0,0,0, , ,0,,,
BITB,,P,60.97,60.97,100,,1,1,0,0,0, , ,0,,,
BITC,,P,47.21,47.21,100,,2,1,0,0,0, , ,0,,,
BITI,,P,18.79,18.79,100,,1,1,0,0,0, , ,0,,,
BIT,,N,13.73,13.73,100,,2,1,0,0,0, , ,0,,,
BITO,,P,20.26,20.26,100,,1,1,0,0,0, , ,0,,,
BITQ,,P,20.13,20.13,100,,1,1,0,0,0, , ,0,,,
BITr,,N,0.1051,0.1051,100,,0,1,0,0,0,E, ,0,,,
BITU,,P,52.84,52.84,100,,2,2,0,0,0, , ,0,,,
BITX,,Z,54.92,54.92,100,,2,2,0,0,0, , ,0,,,
BITY,,Z,55.8831,55.8831,100,,2,1,0,0,0, , ,0,,,
BIV,,P,77.76,77.76,100,,1,1,0,0,0, , ,0,,,
BIZD,,P,15.98,15.98,100,,1,1,0,0,0, , ,0,,,
BJAN,,Z,51.983,51.983,100,,1,1,0,0,0, , ,0,,,
BJ,,N,97.17,97.17,100,,1,1,0,0,0, , ,0,,,
BJUL,,Z,48.66,48.66,100,,2,1,0,0,0, , ,0,,,
BJUN,,Z,45.0468,45.0468,100,,2,1,0,0,0, , ,0,,,
BKAG,,P,42.255,42.255,100,,1,1,0,0,0, , ,0,,,
BKCG,,P,34.8642,34.8642,100,,2,1,0,0,0, , ,0,,,
BKCI,,P,50.6581,50.6581,100,,2,1,0,0,0, , ,0,,,
BKD,,N,7.84,7.84,100,,2,1,0,0,0, , ,0,,,
BKDV,,P,27.6101,27.6101,100,,1,1,0,0,0, , ,0,,,
BKEM,,P,69.0483,69.0483,100,,2,1,0,0,0, , ,0,,,
BKE,,N,56.85,56.85,100,,2,1,0,0,0, , ,0,,,
BKF,,P,42.7981,42.7981,100,,2,1,0,0,0, , ,0,,,
BKGI,,Z,38.69,38.69,100,,2,1,0,0,0, , ,0,,,
BKH,,N,60.32,60.32,100,,2,1,0,0,0, , ,0,,,
BKHY,,P,48.5461,48.5461,100,,1,1,0,0,0, , ,0,,,
BKIE,,P,87.61,87.61,100,,1,1,0,0,0, , ,0,,,
BKKT,,N,8.61,8.61,100,,2,1,0,0,0, , ,0,,,
BKKT.WS,,N,0.209899,0.209899,100,,0,1,0,0,0,E, ,0,,,
BKLC,,P,124.04,124.04,100,,1,1,0,0,0, , ,0,,,
BKLN,,P,20.9,20.9,100,,1,1,0,0,0, , ,0,,,
BKMC,,P,108.0423,108.0423,100,,1,1,0,0,0, , ,0,,,
BK,,N,105.03,105.03,100,,1,1,0,0,0, , ,0,,,
BKN,,N,10.67,10.67,100,,2,1,0,0,0, , ,0,,,
BKpK,,N,25.87,25.87,100,,2,1,0,0,0, , ,0,,,
BKSE,,P,108.1712,108.1712,100,,2,1,0,0,0, , ,0,,,
BKSY,,N,18.16,18.16,100,,2,1,0,0,0, , ,0,,,
BKSY.WS,,N,0.14,0.14,100,,0,1,0,0,0, , ,0,,,
BKTI,,A,70.47,70.47,100,,2,1,0,0,0, , ,0,,,
BKT,,N,11.78,11.78,100,,2,1,0,0,0, , ,0,,,
BKUI,,P,49.9,49.9,100,,2,1,0,0,0, , ,0,,,
BKU,,N,39.21,39.21,100,,2,1,0,0,0, , ,0,,,
BKV,,N,22.89,22.89,100,,2,1,0,0,0, , ,0,,,
BLCO,,N,14.55,14.55,100,,2,1,0,0,0, , ,0,,,
BLCV,,P,35.97,35.97,100,,2,1,0,0,0, , ,0,,,
BLDG,,Z,26.0252,26.0252,100,,2,1,0,0,0, , ,0,,,
BLD,,N,425.8,425.8,100,,1,1,0,0,0, , ,0,,,
BLDR,,N,141.76,141.76,100,,1,1,0,0,0, , ,0,,,
BLE,,N,9.82,9.82,100,,2,1,0,0,0, , ,0,,,
BLES,,P,42.06,42.06,100,,2,1,0,0,0, , ,0,,,
BLGR,,P,27.55,27.55,100,,1,1,0,0,0, , ,0,,,
BLKC,,Z,25.385,25.385,100,,2,1,0,0,0, , ,0,,,
BLK,,N,1131.63,1131.63,100,,1,1,0,0,0, , ,0,,,
BLND,,N,3.6,3.6,100,,2,1,0,0,0, , ,0,,,
BLOK,,P,59.64,59.64,100,,1,1,0,0,0, , ,0,,,
BLOX,,P,21.9383,21.9383,100,,2,1,0,0,0, , ,0,,,
BLSH,,N,63.98,63.98,100,,2,1,0,0,0, , ,0,,,
BLST,,P,25.224662,25.224662,100,,1,1,0,0,0, , ,0,,,
BLTD,,P,25.303235,25.303235,100,,1,1,0,0,0, , ,0,,,
BLUC,,P,27.2,27.2,100,,1,1,0,0,0, , ,0,,,
BLUI,,P,25.339007,25.339007,100,,1,1,0,0,0, , ,0,,,
BLUX,,P,27.2636,27.2636,100,,1,1,0,0,0, , ,0,,,
BLV,,P,69.09,69.09,100,,1,1,0,0,0, , ,0,,,
BLW,,N,14.11,14.11,100,,2,1,0,0,0, , ,0,,,
BLX,,N,45.72,45.72,100,,2,1,0,0,0, , ,0,,,
BMA,,N,57.43,57.43,100,,2,1,0,0,0, , ,0,,,
BMAR,,Z,50.6385,50.6385,100,,2,1,0,0,0, , ,0,,,
BMAY,,Z,43.3043,43.3043,100,,2,1,0,0,0, , ,0,,,
BMED,,P,26.056,26.056,100,,2,1,0,0,0, , ,0,,,
BME,,N,36.65,36.65,100,,2,1,0,0,0, , ,0,,,
BMEZ,,N,14.28,14.28,100,,2,1,0,0,0, , ,0,,,
BMI,,N,188.4,188.4,100,,2,1,0,0,0, , ,0,,,
