exchange|confidence_score|al_symbol|lot|halt_reason|sic_code|status|primary_listing|currency|share_class_figi|share_class_shares_outstanding|locale|margin_requirement_short|sector|name|scalerevenue|earnings_announcement|location|shares_outstanding|figi|type|isin|country|sic_industry|composite_symbol|margin_requirement_long|homepage_url|weighted_shares_outstanding|industry|symbol|scalemarketcap|description|shortable|tradable|short_sale_restricted|composite_figi|sic_description|fama_industry|easy_to_borrow|marginable|maintenance_margin_requirement|branding|cusips|fama_sector|sic_sector|cik|market_capital|null_count
XNYS|7.0||||6798|Normal|True|USD||1935400.0|us||Real Estate|Lexington Realty Trust||2025-10-30T12:00:00.000+0000|ONE PENN PLAZA, SUITE 4015, NEW YORK, NY, 10119|52745949.0|BBG0000081F1|PRF|US5290433094|USA|Real Estate Investment Trusts|LXPpC:US||https://www.lxp.com||REIT - Industrial|LXPpC||LXP Industrial Trust is a real estate investment trust principally involved in the ownership of equity and debt investments in single-tenant properties and land throughout the United States. The majority of the revenue is earned through rental revenue.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/bHhwLmNvbQ/images/2025-04-04_logo.png|529043309||Finance Insurance And Real Estate|0000910108|2498999277.0|17
XNYS|7.0||||6331|Normal|False|USD||10000000.0|us||Financial Services|Aspen Insurance Hldgs||2025-12-03T12:00:00.000+0000|141 FRONT STREET, HAMILTON, D0, HM 19|91838360.0|BBG00PXGMSB4|PRF|BMG053842040|USA|Fire Marine & Casualty Insurance|AHLpE:US||https://www.aspen.co||Insurance - Reinsurance|AHLpE||Aspen Insurance Holdings Ltd is a Bermudian insurance and reinsurance company. Its principal business is marketing and underwriting specialty insurance and reinsurance regularly. It comprises underwriting operations, which include risk-bearing insurance and reinsurance operations; Investing activities, which support underwriting operations; and ACM operations, which earn underwriting, management, and performance fees. It has two segments: Aspen Insurance and Aspen Reinsurance. Aspen Insurance consists of property and casualty insurance, marine, aviation, and energy insurance, and financial and professional lines insurance. Aspen Reinsurance comprises property catastrophe reinsurance, other property reinsurance, casualty reinsurance, and specialty reinsurance.|||||FIRE, MARINE & CASUALTY INSURANCE|Insurance||||/YXNwZW4uY28/images/2025-04-04_logo.png|G05384204||Finance Insurance And Real Estate|0001267395|1904727586.0|17
XNYS|7.0||||6021|Normal|True|USD||15997200.0|us||Financial Services|Bank Of America Corp.||2025-10-15T10:45:00.000+0000|BANK OF AMERICA CORPORATE CENTER, 100 N TRYON ST, CHARLOTTE, NC, 28255|16944513378.0|BBG000003PG2|PRF|US0605055831|USA|National Commercial Banks|BMLpL:US||https://www.bankofamerica.com||Banks - Diversified|BMLpL||Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.|||||NATIONAL COMMERCIAL BANKS|Banking||||/YmFua29mYW1lcmljYS5jb20/images/2025-04-04_logo.svg|060505583||Finance Insurance And Real Estate|0000070858|351768097727.0|17
XNYS|7.0||||6021|Normal|True|USD||24000000.0|us||Financial Services|Bank Of America Corp.||2025-10-15T10:45:00.000+0000|BANK OF AMERICA CORPORATE CENTER, 100 N TRYON ST, CHARLOTTE, NC, 28255|16267047943.0|BBG000008JH0|PRF|US0605055914|USA|National Commercial Banks|BMLpJ:US||https://www.bankofamerica.com||Banks - Diversified|BMLpJ||Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.|||||NATIONAL COMMERCIAL BANKS|Banking||||/YmFua29mYW1lcmljYS5jb20/images/2025-04-04_logo.svg|060505591||Finance Insurance And Real Estate|0000070858|346868770108.0|17
XNYS|7.0||||6211|Normal|True|USD||30000000.0|us||Financial Services|Goldman Sachs Group, Inc.||2025-10-14T11:30:00.000+0000|200 WEST STREET, NEW YORK, NY, 10282|10252109617.0|BBG000008848|PRF|US38143Y6656|USA|Security Brokers Dealers & Flotation Companies|GSpA:US||https://www.goldmansachs.com||Capital Markets|GSpA||Goldman Sachs is a storied financial institution, founded in 1869 and best known for its role as a leading global investment bank. The firm has a sprawling reach across global financial centers and has been the leading provider of global merger and acquisition advisory services, by revenue, for the past 20 years. Since the global financial crisis, Goldman has expanded its offerings into more stable fee-based businesses like asset and wealth management, which comprised roughly 30% of post-provision revenue at the end of 2024. The bank holding company generates revenue from investment banking, global market making and trading, lending, asset management, wealth management, and a small and declining portfolio of consumer credit card loans.|||||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|Trading||||/Z29sZG1hbnNhY2hzLmNvbQ/images/2025-04-04_logo.svg|38143Y665||Finance Insurance And Real Estate|0000886982|227826275403.0|17
XNYS|7.0||||6021|Normal|True|USD||44400000.0|us||Financial Services|Bank Of America Corp.||2025-10-15T10:45:00.000+0000|BANK OF AMERICA CORPORATE CENTER, 100 N TRYON ST, CHARLOTTE, NC, 28255|16822317368.0|BBG0000086G9|PRF|US06055H6080|USA|National Commercial Banks|BMLpH:US||https://www.bankofamerica.com||Banks - Diversified|BMLpH||Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.|||||NATIONAL COMMERCIAL BANKS|Banking||||/YmFua29mYW1lcmljYS5jb20/images/2025-04-04_logo.svg|060505625||Finance Insurance And Real Estate|0000070858|345779369036.0|17
XNYS|7.0||||6798|Normal|True|USD||5000000.0|us||Real Estate|Cedar Realty Trust Inc||2025-11-07T12:00:00.000+0000|2529 VIRGINIA BEACH BLVD., VIRGINIA BEACH, VA, 23452|181692.0|BBG00HFZS686|PRF|US1506025063|USA|Real Estate Investment Trusts|CDRpC:US||https://ir.cedarrealtytrust.com/company-informatio||REIT - Retail|CDRpC||Cedar Realty Trust Inc is a real estate investment trust that focuses on the ownership, operation, and redevelopment of grocery-anchored shopping centers in high-density urban markets from Washington, D.C. to Boston. The company derives all of its revenues from rents and operating expense reimbursements received under long-term leases.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/aXIuY2VkYXJyZWFsdHl0cnVzdC5jb20/images/2025-04-04_logo.svg|150602506||Finance Insurance And Real Estate|0000761648|219079159.0|17
XNYS|7.0||||6798|Normal|True|USD||1449609.0|us||Real Estate|Cedar Realty Trust Inc||2025-11-07T12:00:00.000+0000|2529 VIRGINIA BEACH BLVD., VIRGINIA BEACH, VA, 23452|13718169.0|BBG002ZHBTR4|PRF|US1506024074|USA|Real Estate Investment Trusts|CDRpB:US||https://ir.cedarrealtytrust.com/company-informatio||REIT - Retail|CDRpB||Cedar Realty Trust Inc is a real estate investment trust that focuses on the ownership, operation, and redevelopment of grocery-anchored shopping centers in high-density urban markets from Washington, D.C. to Boston. The company derives all of its revenues from rents and operating expense reimbursements received under long-term leases.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/aXIuY2VkYXJyZWFsdHl0cnVzdC5jb20/images/2025-04-04_logo.svg|150602407||Finance Insurance And Real Estate|0000761648|245161514.0|17
XNYS|7.0||||6022|Normal|False|USD||18000000.0|us||Financial Services|Citizens Financial Group Inc||2025-10-16T10:20:00.000+0000|1 CITIZENS PLAZA, PROVIDENCE, RI, 02903|431349000.0|BBG00QN8PT17|PRF|US1746104025|USA|State Commercial Banks|CFGpE:US||https://www.citizensbank.com||Banks - Regional|CFGpE||Citizens Financial Group Inc is a bank holding company headquartered in Providence, Rhode Island. Through the bank, it offers various retail and commercial banking products and services to individuals, small businesses, middle-market companies, large corporations, and institutions. The company's reportable segments are; Commercial Banking, Consumer Banking, Non-Core, and Others. A majority of its revenue is generated from the Consumer Banking segment, which serves consumer customers and small businesses, offering traditional banking products and services including deposits, mortgage and home equity lending, credit cards, small business loans, education loans, point-of-sale finance loans, and wealth management and investment services.|||||STATE COMMERCIAL BANKS|Banking||||/Y2l0aXplbnNiYW5rLmNvbQ/images/2025-04-04_logo.svg|174610402||Finance Insurance And Real Estate|0000759944|8747757720.0|17
XNYS|7.0||||6311|Normal|True|USD||32200000.0|us||Financial Services|Metlife Inc||2025-10-28T10:59:00.000+0000|200 PARK AVENUE, NEW YORK, NY, 10166|2108459695.0|BBG00L1LS442|PRF|ZAE000067237|USA|Life Insurance|METpE:US||https://www.metlife.com||Insurance - Life|METpE||MetLife is one of the largest life insurers in the US by assets and provides a variety of life insurance and annuity products. It is organized into six segments: Group Benefits, Retirement and Income Solutions, Asia, Latin America, Europe/Middle East/Africa (EMEA), and MetLife Holdings (products in run-off). Group Benefits and RIS are US-based, contributing to around 48% of the firm's 2024 adjusted earnings. The Asia segment contributes around 25% of earnings, mainly tied to Japan. The company also holds leading market positions in Mexico and Chile, with the Latin America segment contributing around 13% of 2024 earnings. The EMEA and MetLife Holdings segments contributed around 4% and 10% of 2024 earnings, respectively.|||||LIFE INSURANCE|Insurance||||/bWV0bGlmZS5jb20/images/2025-04-04_logo.svg|59156R876||Finance Insurance And Real Estate|0001099219|52268715839.0|17
XNYS|7.0||||6311|Normal|True|USD||24000000.0|us||Financial Services|Metlife Inc||2025-10-28T10:59:00.000+0000|200 PARK AVENUE, NEW YORK, NY, 10166|1942439913.0|BBG0000089K8|PRF|US59156R5046|USA|Life Insurance|METpA:US||https://www.metlife.com||Insurance - Life|METpA||MetLife is one of the largest life insurers in the US by assets and provides a variety of life insurance and annuity products. It is organized into six segments: Group Benefits, Retirement and Income Solutions, Asia, Latin America, Europe/Middle East/Africa (EMEA), and MetLife Holdings (products in run-off). Group Benefits and RIS are US-based, contributing to around 48% of the firm's 2024 adjusted earnings. The Asia segment contributes around 25% of earnings, mainly tied to Japan. The company also holds leading market positions in Mexico and Chile, with the Latin America segment contributing around 13% of 2024 earnings. The EMEA and MetLife Holdings segments contributed around 4% and 10% of 2024 earnings, respectively.|||||LIFE INSURANCE|Insurance||||/bWV0bGlmZS5jb20/images/2025-04-04_logo.svg|59156R504||Finance Insurance And Real Estate|0001099219|47007045895.0|17
XNYS|7.0||||6021|Normal|False|USD||74000000.0|us||Financial Services|JPMorgan Chase & Co.||2025-10-14T10:45:00.000+0000|383 MADISON AVENUE, NEW YORK, NY, 10017|31564042990.0|BBG00N2WDHD0|PRF|US46625H1005|USA|National Commercial Banks|JPMpC:US||https://www.jpmorganchase.com||Banks - Diversified|JPMpC||JPMorgan Chase is one of the largest and most complex financial institutions in the United States, with nearly $4 trillion in assets. It is organized into four major segments: consumer and community banking, corporate and investment banking, commercial banking, and asset and wealth management. JPMorgan operates, and is subject to regulation, in multiple countries.|||||NATIONAL COMMERCIAL BANKS|Banking||||/anBtb3JnYW5jaGFzZS5jb20/images/2025-04-04_logo.svg|48128B648||Finance Insurance And Real Estate|0000019617|799201568507.0|17
XNYS|7.0||||6211|Normal|False|USD||6400.0|us||Financial Services|Stifel Financial Corp.||2025-10-22T12:00:00.000+0000|ATTN: JAMES G. LASCHOBER, 501 N. BROADWAY, ST. LOUIS, MO, 63102-2102|468206172.0|BBG00NFPWQF8|PRF|US8606307069|USA|Security Brokers Dealers & Flotation Companies|SFpB:US||https://www.stifel.com||Capital Markets|SFpB||Stifel Financial Corp is a middle-market-focused investment bank that produces more than 90% of its revenue in the United States. Approximately 67% of the company's net revenue is derived from its world-wide wealth management division, which supports over 2,000 financial advisors, with the remainder coming from its institutional securities business. Stifel has a history of being an active acquirer of other financial-services firms.|||||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|Trading||||/c3RpZmVsLmNvbQ/images/2025-04-04_logo.svg|860630706||Finance Insurance And Real Estate|0000720672|11681743991.0|17
